Activity SubjectID Means
WALKING 11 -0.674226934551517
WALKING 11 -0.690446312501126
WALKING 11 -0.585962696268539
WALKING 11 -0.659531216655476
WALKING 11 -0.620789916331592
WALKING 11 -0.640076803144351
WALKING 11 -0.697411069729937
WALKING 11 -0.699976372277643
WALKING 11 -0.779767633083527
WALKING 11 -0.792190209274884
WALKING 12 0.274347260646063
WALKING 12 -0.0177434918458972
WALKING 12 -0.108925032737064
WALKING 12 -0.607783818968688
WALKING 12 -0.510191378479501
WALKING 12 -0.61306429934125
WALKING 12 0.669226222373046
WALKING 12 0.00403879092060517
WALKING 12 0.0921508600211059
WALKING 12 -0.965207115039421
WALKING 12 -0.95440802665318
WALKING 12 -0.938900969424022
WALKING 12 0.0789381220355816
WALKING 12 0.0079481069090025
WALKING 12 -0.00467469823628666
WALKING 12 -0.63978102073413
WALKING 12 -0.607971599340832
WALKING 12 -0.762820240449202
WALKING 12 -0.0309824871713436
WALKING 12 -0.0747194855994359
WALKING 12 0.088357304227173
WALKING 12 -0.721192598029789
WALKING 12 -0.682653506899942
WALKING 12 -0.653665674372188
WALKING 12 -0.0967092754729682
WALKING 12 -0.0423181079782632
WALKING 12 -0.0548303497968374
WALKING 12 -0.731348533131935
WALKING 12 -0.786062320321895
WALKING 12 -0.739932395222129
WALKING 12 -0.54822165976717
WALKING 12 -0.591225327146546
WALKING 12 -0.54822165976717
WALKING 12 -0.591225327146546
WALKING 12 -0.649417950650692
WALKING 12 -0.627762945785391
WALKING 12 -0.60524856977632
WALKING 12 -0.662533062898382
WALKING 12 -0.762137610987416
WALKING 12 -0.77799317279698
WALKING 12 -0.622761658493734
WALKING 12 -0.53749328145871
WALKING 12 -0.665033506271952
WALKING 12 -0.603356276555826
WALKING 12 -0.528420009576204
WALKING 12 -0.617874813333395
WALKING 12 -0.656713524546605
WALKING 12 -0.628961179980356
WALKING 12 -0.743608246170053
WALKING 12 -0.654979816705833
WALKING 12 -0.612243590244114
WALKING 12 -0.780928428167213
WALKING 12 -0.672094306818974
WALKING 12 -0.70621663959074
WALKING 12 -0.644192752866115
WALKING 12 -0.738594816501343
WALKING 12 -0.674226934551517
WALKING 12 -0.690446312501126
WALKING 12 -0.585962696268539
WALKING 12 -0.659531216655476
WALKING 12 -0.620789916331592
WALKING 12 -0.640076803144351
WALKING 12 -0.697411069729937
WALKING 12 -0.699976372277643
WALKING 12 -0.779767633083527
WALKING 12 -0.792190209274884
WALKING 13 0.274347260646063
WALKING 13 -0.0177434918458972
WALKING 13 -0.108925032737064
WALKING 13 -0.607783818968688
WALKING 13 -0.510191378479501
WALKING 13 -0.61306429934125
WALKING 13 0.669226222373046
WALKING 13 0.00403879092060517
WALKING 13 0.0921508600211059
WALKING 13 -0.965207115039421
WALKING 13 -0.95440802665318
WALKING 13 -0.938900969424022
WALKING 13 0.0789381220355816
WALKING 13 0.0079481069090025
WALKING 13 -0.00467469823628666
WALKING 13 -0.63978102073413
WALKING 13 -0.607971599340832
WALKING 13 -0.762820240449202
WALKING 13 -0.0309824871713436
WALKING 13 -0.0747194855994359
WALKING 13 0.088357304227173
WALKING 13 -0.721192598029789
WALKING 13 -0.682653506899942
WALKING 13 -0.653665674372188
WALKING 13 -0.0967092754729682
WALKING 13 -0.0423181079782632
WALKING 13 -0.0548303497968374
WALKING 13 -0.731348533131935
WALKING 13 -0.786062320321895
WALKING 13 -0.739932395222129
WALKING 13 -0.54822165976717
WALKING 13 -0.591225327146546
WALKING 13 -0.54822165976717
WALKING 13 -0.591225327146546
WALKING 13 -0.649417950650692
WALKING 13 -0.627762945785391
WALKING 13 -0.60524856977632
WALKING 13 -0.662533062898382
WALKING 13 -0.762137610987416
WALKING 13 -0.77799317279698
WALKING 13 -0.622761658493734
WALKING 13 -0.53749328145871
WALKING 13 -0.665033506271952
WALKING 13 -0.603356276555826
WALKING 13 -0.528420009576204
WALKING 13 -0.617874813333395
WALKING 13 -0.656713524546605
WALKING 13 -0.628961179980356
WALKING 13 -0.743608246170053
WALKING 13 -0.654979816705833
WALKING 13 -0.612243590244114
WALKING 13 -0.780928428167213
WALKING 13 -0.672094306818974
WALKING 13 -0.70621663959074
WALKING 13 -0.644192752866115
WALKING 13 -0.738594816501343
WALKING 13 -0.674226934551517
WALKING 13 -0.690446312501126
WALKING 13 -0.585962696268539
WALKING 13 -0.659531216655476
WALKING 13 -0.620789916331592
WALKING 13 -0.640076803144351
WALKING 13 -0.697411069729937
WALKING 13 -0.699976372277643
WALKING 13 -0.779767633083527
WALKING 13 -0.792190209274884
WALKING 14 0.274347260646063
WALKING 14 -0.0177434918458972
WALKING 14 -0.108925032737064
WALKING 14 -0.607783818968688
WALKING 14 -0.510191378479501
WALKING 14 -0.61306429934125
WALKING 14 0.669226222373046
WALKING 14 0.00403879092060517
WALKING 14 0.0921508600211059
WALKING 14 -0.965207115039421
WALKING 14 -0.95440802665318
WALKING 14 -0.938900969424022
